frequency	tag	average_word_count	average_descendant_num	immediate_texts_average_length	URL_example	normal_name	preserved_attribute	
5	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=Szandika>	10.2	5.0	0.0	https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=372 https://forum.kremmania.hu/t/uj-unboxing-kepekkel/883?page=26 https://forum.kremmania.hu/t/ruha-tar-avagy-minden-a-ruhakrol/487?page=27 https://forum.kremmania.hu/t/gyujtemenyeink/134?page=29 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=134	idezet	default	
10	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=umpalumpa>	9.0	5.0	0.0	https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=99 https://forum.kremmania.hu/t/off-topic-csevegos-baratkozos-kremmaniasok/808?page=24 https://forum.kremmania.hu/t/borapolasi-rutin/57?page=38 https://forum.kremmania.hu/t/off-topic-kultura-konyvklub-filmek-zenek-es-minden-mas/1053?page=7 https://forum.kremmania.hu/t/ruha-tar-avagy-minden-a-ruhakrol/487?page=22	idezet	default	
2	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=Vicus>	5.5	5.0	0.0	https://forum.kremmania.hu/t/ajanlast-kerek/562?page=52 https://forum.kremmania.hu/t/fenntarthatosag-es-krem-sminkmania/752?page=3	idezet	default	
3	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=whitemerci>	19.0	5.0	0.0	https://forum.kremmania.hu/t/project-panning/408?page=19 https://forum.kremmania.hu/t/swatchok-osszehasonlito-fotok/90?page=21 https://forum.kremmania.hu/t/swatchok-osszehasonlito-fotok/90?page=22	idezet	default	
7	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=zalla>	11.428571428571429	5.0	0.0	https://forum.kremmania.hu/t/szemhejfestekek-es-palettak-minden-ami-szemre-valo/202?page=70 https://forum.kremmania.hu/t/elso-benyomasok/586?page=38 https://forum.kremmania.hu/t/ajanlast-kerek/562?page=52 https://forum.kremmania.hu/t/rendeles-kulfoldrol/135?page=119 https://forum.kremmania.hu/t/tippek-tanacsok-kremmanias-velemeny-irasahoz/157?page=15	idezet	default	
136	<aside class=quote no-group data-post=@NUM data-topic=@NUM>	16.46323529411765	5.139705882352941	0.0	https://forum.kremmania.hu/t/ajanlast-kerek/562?page=30 https://forum.kremmania.hu/t/kincsek-a-drogeriabol-es-egyeb-helyekrol/103?page=2 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=65 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=68 https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=14	default	default	
1	<aside class=quote no-group quote-modified data-full=true data-post=@NUM data-topic=@NUM>	47.0	5.0	0.0	https://forum.kremmania.hu/t/uj-termekek-varhato-kollekciok-kivansaglista-vagy-kihagyod/60?page=54	default	default	
1	<aside class=quote no-group quote-modified data-post=@NUM data-topic=@NUM data-username=asianlover>	11.0	5.0	0.0	https://forum.kremmania.hu/t/tippek-jotanacsok-koronavirus-idejere/911?page=16	idezet	default	
1	<aside class=quote no-group quote-modified data-post=@NUM data-topic=@NUM data-username=blumarine>	12.0	5.0	0.0	https://forum.kremmania.hu/t/rendeles-kulfoldrol/135?page=44	idezet	default	
1	<aside class=quote no-group quote-modified data-post=@NUM data-topic=@NUM data-username=dunaimano>	57.0	13.0	0.0	https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=97	idezet	default	
1	<aside class=quote no-group quote-modified data-post=@NUM data-topic=@NUM data-username=Gloria>	17.0	7.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=166	idezet	default	
5	<aside class=quote no-group quote-modified data-post=@NUM data-topic=@NUM>	14.4	5.0	0.0	https://forum.kremmania.hu/t/ajanlast-kerek/562?page=19 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=47 https://forum.kremmania.hu/t/legjobb-szemkornyekapolok-30-40-50/588?page=5 https://forum.kremmania.hu/t/ajanlast-kerek/562?page=31 https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=13	default	default	
31	<aside class=quote quote-modified data-post=@NUM data-topic=@NUM>	60.193548387096776	7.645161290322581	0.0	https://forum.kremmania.hu/t/kamu-velemenyek/130?page=3 https://forum.kremmania.hu/t/borapolasi-rutin/57?page=59 https://forum.kremmania.hu/t/uj-termekek-varhato-kollekciok-kivansaglista-vagy-kihagyod/60?page=87 https://forum.kremmania.hu/t/uj-unboxing-kepekkel/883?page=204 https://forum.kremmania.hu/t/arc-deco-avagy-arcdekoracio/444?page=6	default	default	
437	<blockquote>	17.766590389016017	1.322654462242563	5.446224256292906	https://forum.kremmania.hu/t/off-topic-csevegos-baratkozos-kremmaniasok/808?page=57 https://forum.kremmania.hu/t/off-topic-csevegos-baratkozos-kremmaniasok/808?page=55 https://forum.kremmania.hu/t/gyujtemenyeink/134?page=48 https://forum.kremmania.hu/t/sminkecsetek-bevalt-termekek/105?page=12 https://forum.kremmania.hu/t/milyen-kemiai-hamlasztoval-kezdjek/1364	default	default	
4	<code>	4.5	0.0	4.5	https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=192 https://forum.kremmania.hu/t/ajanlast-kerek/562?page=44 https://forum.kremmania.hu/t/2019-es-sminkkihivas/222?page=43 https://forum.kremmania.hu/t/off-topic-csevegos-baratkozos-kremmaniasok/808?page=48	default	default	
3	<del>	1.0	0.0	1.0	https://forum.kremmania.hu/t/piacteri-furcsasagok-38521-valtozat/1079?page=18	default	default	
25	<details>	100.8	7.48	0.0	https://forum.kremmania.hu/t/beauty-box-tapasztalatok-szepsegdobozok-elofizetesek/171?page=29 https://forum.kremmania.hu/t/beauty-box-tapasztalatok-szepsegdobozok-elofizetesek/171?page=9 https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=139 https://forum.kremmania.hu/t/beauty-box-tapasztalatok-szepsegdobozok-elofizetesek/171?page=18 https://forum.kremmania.hu/t/beauty-box-tapasztalatok-szepsegdobozok-elofizetesek/171?page=33	default	default	
63	<div class=crawler-linkback-list itemscope= itemtype=@LINK>	4.301587301587301	3.3333333333333335	0.0	https://forum.kremmania.hu/t/szavatossag-lejarati-ido-a-gyakorlatban/359 https://forum.kremmania.hu/t/hidratalo-olajos-borre/128 https://forum.kremmania.hu/t/pasik-es-a-borapolas/365?page=2 https://forum.kremmania.hu/t/sminkecsetek-bevalt-termekek/105?page=18 https://forum.kremmania.hu/t/tippek-es-tapasztalatok-kozeleg-a-2018-as-black-friday/118?page=4	default	default	
68692	<div class=crawler-post-meta>	5.000058230943924	5.113113608571595	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=158 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=72 https://forum.kremmania.hu/t/vasarolj-kevesebbet-low-buy/610?page=16 https://forum.kremmania.hu/t/bemutatkozas-ismerkedes/112?page=31 https://forum.kremmania.hu/t/szemhejfestekek-es-palettak-minden-ami-szemre-valo/202?page=53	unwrap	default	
1	<div class=date>	9.0	7.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=41	default	default	
393	<div class=instagram-description>	18.96437659033079	0.0	18.96437659033079	https://forum.kremmania.hu/t/uj-termekek-varhato-kollekciok-kivansaglista-vagy-kihagyod/60?page=29 https://forum.kremmania.hu/t/szemhejfestekek-es-palettak-minden-ami-szemre-valo/202?page=46 https://forum.kremmania.hu/t/2019-es-sminkkihivas/222?page=38 https://forum.kremmania.hu/t/sminkjeink-avagy-smin-k-spiraciok/314?page=6 https://forum.kremmania.hu/t/viccek-poenok-vicces-kepek-nevessunk-egyutt/557?page=15	default	default	
1	<div class=large-image-placeholder>	4.0	5.0	0.0	https://forum.kremmania.hu/t/viccek-poenok-vicces-kepek-nevessunk-egyutt/557?page=25	default	default	
10	<div class=lightbox-wrapper>	1.0	9.0	0.0	https://forum.kremmania.hu/t/off-topic-csevegos-baratkozos-kremmaniasok/808?page=48 https://forum.kremmania.hu/t/borapolasi-rutin/57?page=46 https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=119 https://forum.kremmania.hu/t/off-topic-csevegos-baratkozos-kremmaniasok/808?page=50 https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=113	default	default	
5	<div class=md-table>	103.4	66.0	0.0	https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=137 https://forum.kremmania.hu/t/szavatossag-lejarati-ido-a-gyakorlatban/359?page=3 https://forum.kremmania.hu/t/megbizhato-parfumwebaruhaz/170?page=4 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=209 https://forum.kremmania.hu/t/teljesen-kezdonek-tanacs-kerestetik/1375?page=2	default	default	
10	<div class=meta>	1.0	6.0	0.0	https://forum.kremmania.hu/t/off-topic-csevegos-baratkozos-kremmaniasok/808?page=50 https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=119 https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=113 https://forum.kremmania.hu/t/borapolasi-rutin/57?page=46 https://forum.kremmania.hu/t/off-topic-csevegos-baratkozos-kremmaniasok/808?page=48	default	default	
68692	<div class=post itemprop=articleBody>	36.582353112443954	2.839166132883014	0.026029231933849647	https://forum.kremmania.hu/t/uj-termekek-varhato-kollekciok-kivansaglista-vagy-kihagyod/60?page=92 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=48 https://forum.kremmania.hu/t/uj-termekek-varhato-kollekciok-kivansaglista-vagy-kihagyod/60?page=118 https://forum.kremmania.hu/t/csalok-a-piacteren/48 https://forum.kremmania.hu/t/szemhejfestekek-es-palettak-minden-ami-szemre-valo/202?page=97	default	default	
425	<div class=title>	1.515294117647059	2.4352941176470586	0.8564705882352941	https://forum.kremmania.hu/t/szemhejfestekek-es-palettak-minden-ami-szemre-valo/202?page=104 https://forum.kremmania.hu/t/ajanlast-kerek/562?page=98 https://forum.kremmania.hu/t/uj-unboxing-kepekkel/883?page=165 https://forum.kremmania.hu/t/bemutatkozas-ismerkedes/112?page=34 https://forum.kremmania.hu/t/maradj-otthon-fedezd-fel-a-regit/909?page=2	default	default	
68692	<div class=topic-body crawler-post itemscope= itemtype=@LINK>	41.5863564898387	9.956254003377396	0.0	https://forum.kremmania.hu/t/szemhejfestekek-es-palettak-minden-ami-szemre-valo/202?page=112 https://forum.kremmania.hu/t/swatchok-osszehasonlito-fotok/90?page=42 https://forum.kremmania.hu/t/off-topic-csak-a-pozitiv/1393?page=6 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=16 https://forum.kremmania.hu/t/vamkezeles-mit-is-kell-tenni/1056?page=2	komment	default	
1	<div class=tweet>	20.0	0.0	20.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=41	default	default	
70	<div itemprop=itemListElement itemscope= itemtype=@LINK>	3.8714285714285714	2.0	0.0	https://forum.kremmania.hu/t/szemhejalapozo-szemhej-primer-nagyon-olajos-es-fedett-szemre/228?page=6 https://forum.kremmania.hu/t/uj-unboxing-kepekkel/883?page=204 https://forum.kremmania.hu/t/swatchok-osszehasonlito-fotok/90?page=7 https://forum.kremmania.hu/t/borapolasi-rutin/57?page=21 https://forum.kremmania.hu/t/pattanasos-problemas-bor-sminkelese/94?page=2	default	default	
130	<div>	0.7846153846153846	2.1538461538461537	0.19230769230769232	https://forum.kremmania.hu/t/uj-termekek-varhato-kollekciok-kivansaglista-vagy-kihagyod/60?page=182 https://forum.kremmania.hu/t/szemhejfestekek-es-palettak-minden-ami-szemre-valo/202?page=114 https://forum.kremmania.hu/t/uj-termekek-varhato-kollekciok-kivansaglista-vagy-kihagyod/60?page=179 https://forum.kremmania.hu/t/uj-termekek-varhato-kollekciok-kivansaglista-vagy-kihagyod/60?page=187	default	default	
841	<em>	7.684898929845422	0.11414982164090369	7.343638525564804	https://forum.kremmania.hu/t/tippek-es-tapasztalatok-kozeleg-a-2018-as-black-friday/118 https://forum.kremmania.hu/t/uj-unboxing-kepekkel/883?page=12 https://forum.kremmania.hu/t/uj-unboxing-kepekkel/883?page=249 https://forum.kremmania.hu/t/off-topic-csevegos-baratkozos-kremmaniasok/808?page=57 https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=36	default	default	
25	<h1>	6.12	0.0	6.12	https://forum.kremmania.hu/t/ajanlast-kerek/562?page=79 https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=9 https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=25 https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=10 https://forum.kremmania.hu/t/beauty-box-tapasztalatok-szepsegdobozok-elofizetesek/171?page=2	default	default	
9	<h2>	2.888888888888889	0.0	2.888888888888889	https://forum.kremmania.hu/t/tippek-jotanacsok-koronavirus-idejere/911?page=26 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=98 https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=123 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=163 https://forum.kremmania.hu/t/borapolasi-rutin/57?page=46	default	default	
2623	<h3>	7.013724742661075	0.9984750285932139	0.015630956919557758	https://forum.kremmania.hu/t/beauty-box-tapasztalatok-szepsegdobozok-elofizetesek/171?page=13 https://forum.kremmania.hu/t/uj-unboxing-kepekkel/883?page=207 https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=125 https://forum.kremmania.hu/t/elso-benyomasok/586?page=27 https://forum.kremmania.hu/t/swatchok-osszehasonlito-fotok/90?page=29	default	default	
2	<h4>	3.5	0.5	1.5	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=41 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=201	default	default	
3	<h5>	8.0	1.3333333333333333	7.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=75 https://forum.kremmania.hu/t/rendeles-kulfoldrol/135?page=86 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=123	default	default	
2617	<header class=source>	2.7011845624761177	1.7294612151318303	0.0	https://forum.kremmania.hu/t/tippek-jotanacsok-koronavirus-idejere/911?page=48 https://forum.kremmania.hu/t/tippek-jotanacsok-koronavirus-idejere/911?page=29 https://forum.kremmania.hu/t/ruha-tar-avagy-minden-a-ruhakrol/487?page=17 https://forum.kremmania.hu/t/uj-termekek-varhato-kollekciok-kivansaglista-vagy-kihagyod/60 https://forum.kremmania.hu/t/ruha-tar-avagy-minden-a-ruhakrol/487?page=18	default	default	
2	<i>	24.0	0.0	24.0	https://forum.kremmania.hu/t/borapolasi-rutin/57?page=46	default	default	
1700	<li>	18.818235294117645	0.6776470588235294	12.441764705882353	https://forum.kremmania.hu/t/project-panning/408?page=15 https://forum.kremmania.hu/t/rendeles-kulfoldrol/135?page=18 https://forum.kremmania.hu/t/borapolasi-rutin/57?page=20 https://forum.kremmania.hu/t/holy-grail-kozmetikumok/417 https://forum.kremmania.hu/t/2020-evben-vetted-es-kedvenc-is-lett-termekek/1324	listaelem	default	
46	<ol start=@NUM>	36.30434782608695	3.760869565217391	0.0	https://forum.kremmania.hu/t/szemhejfestekek-es-palettak-minden-ami-szemre-valo/202?page=70 https://forum.kremmania.hu/t/elozo-havi-kedvencek/1197?page=2 https://forum.kremmania.hu/t/arc-deco-avagy-arcdekoracio/444?page=9 https://forum.kremmania.hu/t/tul-hypolt-termekek/446?page=3 https://forum.kremmania.hu/t/adventi-kalendariumok/561?page=15	lista	default	
126	<ol>	72.73015873015873	6.865079365079365	0.0	https://forum.kremmania.hu/t/swatchok-osszehasonlito-fotok/90?page=40 https://forum.kremmania.hu/t/rendeles-kulfoldrol/135?page=13 https://forum.kremmania.hu/t/szemhejfestekek-es-palettak-minden-ami-szemre-valo/202?page=70 https://forum.kremmania.hu/t/off-topic-csevegos-baratkozos-kremmaniasok/808?page=52 https://forum.kremmania.hu/t/elso-benyomasok/586?page=7	lista	default	
5	<p class=@STYLE>	2.0	0.0	2.0	https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=154 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=47 https://forum.kremmania.hu/t/tippek-jotanacsok-koronavirus-idejere/911?page=46 https://forum.kremmania.hu/t/ruha-tar-avagy-minden-a-ruhakrol/487?page=19 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=177	default	default	
88655	<p>	27.91200721899498	0.9054875641531781	27.3856973661948	https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=113 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=195 https://forum.kremmania.hu/t/2019-es-sminkkihivas/222?page=3 https://forum.kremmania.hu/t/elso-benyomasok/586?page=34 https://forum.kremmania.hu/t/youtube-beauty-guruk/85	bekezdes	default	
1	<pre>	5.0	1.0	0.0	https://forum.kremmania.hu/t/off-topic-csevegos-baratkozos-kremmaniasok/808?page=48	default	default	
2	<s>	6.5	0.0	6.5	https://forum.kremmania.hu/t/uj-termekek-varhato-kollekciok-kivansaglista-vagy-kihagyod/60?page=139 https://forum.kremmania.hu/t/off-topic-kultura-konyvklub-filmek-zenek-es-minden-mas/1053?page=7	default	default	
150	<span class=@labelNUM>	3.1933333333333334	0.0	3.1933333333333334	https://forum.kremmania.hu/t/2019-es-sminkkihivas/222?page=31 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=7 https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=182 https://forum.kremmania.hu/t/rendeles-kulfoldrol/135?page=4 https://forum.kremmania.hu/t/uj-termekek-varhato-kollekciok-kivansaglista-vagy-kihagyod/60?page=173	default	default	
3	<span class=badge-category clear-badge data-drop-close=true style=@STYLE title=@LONG>	3.0	0.0	3.0	https://forum.kremmania.hu/t/kerdesek-egyeb-kategoria/79 https://forum.kremmania.hu/t/javaslatok-a-kremmania-oldalhoz/147?page=9	default	default	
29	<span class=badge-category clear-badge data-drop-close=true style=@STYLE>	1.0344827586206897	0.0	1.0344827586206897	https://forum.kremmania.hu/t/szemhejfestekek-es-palettak-minden-ami-szemre-valo/202?page=81 https://forum.kremmania.hu/t/uj-unboxing-kepekkel/883?page=236 https://forum.kremmania.hu/t/ajanlast-kerek/562?page=54 https://forum.kremmania.hu/t/uj-unboxing-kepekkel/883?page=95 https://forum.kremmania.hu/t/zsiros-pattanasra-hajlamos-erzekeny-bor-apolasa-hogyan/1027	default	default	
68692	<span class=crawler-post-infos>	4.0	1.0	0.0	https://forum.kremmania.hu/t/uj-termekek-varhato-kollekciok-kivansaglista-vagy-kihagyod/60?page=75 https://forum.kremmania.hu/t/zsiros-pattanasra-hajlamos-erzekeny-bor-apolasa-hogyan/1027 https://forum.kremmania.hu/t/vedd-a-magyart/996?page=5 https://forum.kremmania.hu/t/elfogyott-minden-amit-az-utobbi-idoben-elhasznaltal-vagy-fogyoban-van/114?page=17 https://forum.kremmania.hu/t/borapolasi-rutin/57?page=37	unwrap	default	
68692	<span class=creator itemprop=author itemscope= itemtype=@LINK>	1.0000582309439237	2.0	5.8230943923601e-05	https://forum.kremmania.hu/t/youtube-beauty-guruk/85?page=33 https://forum.kremmania.hu/t/gyujtemenyeink/134?page=51 https://forum.kremmania.hu/t/off-topic-csak-a-pozitiv/1393?page=18 https://forum.kremmania.hu/t/borapolasi-rutin/57?page=7 https://forum.kremmania.hu/t/youtube-beauty-guruk/85?page=27	komment_szerzo	default	
87	<span class=hashtag>	1.0	0.0	1.0	https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=446 https://forum.kremmania.hu/t/viccek-poenok-vicces-kepek-nevessunk-egyutt/557?page=20 https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=300 https://forum.kremmania.hu/t/uj-unboxing-kepekkel/883?page=136 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=210	default	default	
1	<span class=help>	4.0	0.0	4.0	https://forum.kremmania.hu/t/viccek-poenok-vicces-kepek-nevessunk-egyutt/557?page=25	default	default	
10	<span class=informations>	1.0	0.0	1.0	https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=119 https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=113 https://forum.kremmania.hu/t/off-topic-csevegos-baratkozos-kremmaniasok/808?page=50 https://forum.kremmania.hu/t/borapolasi-rutin/57?page=46 https://forum.kremmania.hu/t/off-topic-csevegos-baratkozos-kremmaniasok/808?page=48	default	default	
1	<span class=like>	2.0	2.0	2.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=41	default	default	
78	<span class=mention>	1.0	0.0	1.0	https://forum.kremmania.hu/t/off-topic-eletmodvaltas-le-a-kilokkal/1092?page=16 https://forum.kremmania.hu/t/kezdo-tanacs-keres/1493 https://forum.kremmania.hu/t/ajanlast-kerek/562?page=98 https://forum.kremmania.hu/t/project-panning/408?page=44 https://forum.kremmania.hu/t/vintage-sminkszerek-es-egyebek/793?page=6	default	default	
1	<span class=retweet>	2.0	2.0	2.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=41	default	default	
1	<span class=url>	1.0	0.0	1.0	https://forum.kremmania.hu/t/viccek-poenok-vicces-kepek-nevessunk-egyutt/557?page=25	default	default	
68762	<span itemprop=name>	1.0029231261452547	0.0	1.0029231261452547	https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=208 https://forum.kremmania.hu/t/ajanlast-kerek/562?page=104 https://forum.kremmania.hu/t/rendeles-kulfoldrol/135?page=60 https://forum.kremmania.hu/t/rendeles-kulfoldrol/135?page=41 https://forum.kremmania.hu/t/2019-es-sminkkihivas/222?page=43	default	default	
1203	<strong>	3.309226932668329	0.0739817123857024	3.0906068162926017	https://forum.kremmania.hu/t/ruha-tar-avagy-minden-a-ruhakrol/487?page=44 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=195 https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=9 https://forum.kremmania.hu/t/szemhejfestekek-es-palettak-minden-ami-szemre-valo/202?page=57 https://forum.kremmania.hu/t/project-panning/408?page=30	default	default	
25	<summary>	2.44	0.0	2.44	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=139 https://forum.kremmania.hu/t/beauty-box-tapasztalatok-szepsegdobozok-elofizetesek/171?page=14 https://forum.kremmania.hu/t/beauty-box-tapasztalatok-szepsegdobozok-elofizetesek/171?page=9 https://forum.kremmania.hu/t/beauty-box-tapasztalatok-szepsegdobozok-elofizetesek/171?page=13 https://forum.kremmania.hu/t/beauty-box-tapasztalatok-szepsegdobozok-elofizetesek/171?page=33	default	default	
5	<table>	103.4	65.0	0.0	https://forum.kremmania.hu/t/megbizhato-parfumwebaruhaz/170?page=4 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=137 https://forum.kremmania.hu/t/teljesen-kezdonek-tanacs-kerestetik/1375?page=2 https://forum.kremmania.hu/t/szavatossag-lejarati-ido-a-gyakorlatban/359?page=3 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=209	default	default	
5	<tbody>	99.8	60.0	0.0	https://forum.kremmania.hu/t/szavatossag-lejarati-ido-a-gyakorlatban/359?page=3 https://forum.kremmania.hu/t/teljesen-kezdonek-tanacs-kerestetik/1375?page=2 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=137 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=209 https://forum.kremmania.hu/t/megbizhato-parfumwebaruhaz/170?page=4	default	default	
200	<td>	2.495	0.0	2.495	https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=209 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=137 https://forum.kremmania.hu/t/szavatossag-lejarati-ido-a-gyakorlatban/359?page=3 https://forum.kremmania.hu/t/teljesen-kezdonek-tanacs-kerestetik/1375?page=2 https://forum.kremmania.hu/t/megbizhato-parfumwebaruhaz/170?page=4	default	default	
10	<th>	1.8	0.0	1.8	https://forum.kremmania.hu/t/szavatossag-lejarati-ido-a-gyakorlatban/359?page=3 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=137 https://forum.kremmania.hu/t/megbizhato-parfumwebaruhaz/170?page=4 https://forum.kremmania.hu/t/teljesen-kezdonek-tanacs-kerestetik/1375?page=2 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=209	default	default	
5	<thead>	3.6	3.0	0.0	https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=137 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=209 https://forum.kremmania.hu/t/megbizhato-parfumwebaruhaz/170?page=4 https://forum.kremmania.hu/t/teljesen-kezdonek-tanacs-kerestetik/1375?page=2 https://forum.kremmania.hu/t/szavatossag-lejarati-ido-a-gyakorlatban/359?page=3	default	default	
9651	<time class=post-time datetime=@NUM itemprop=dateModified>	4.0	0.0	4.0	https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=473 https://forum.kremmania.hu/t/legjobb-mattito-fixalo-puder/1097 https://forum.kremmania.hu/t/borapolasi-rutin/57?page=7 https://forum.kremmania.hu/t/ruha-tar-avagy-minden-a-ruhakrol/487?page=51 https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=108	komment_ido	default	
59041	<time class=post-time datetime=@NUM itemprop=datePublished>	4.0	0.0	4.0	https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=298 https://forum.kremmania.hu/t/elso-benyomasok/586?page=31 https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=121 https://forum.kremmania.hu/t/szortelenitesi-modszerek/376 https://forum.kremmania.hu/t/koromlakkok-manikur/548?page=7	komment_ido	default	
105	<tr>	4.923809523809524	2.0	0.0	https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=137 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=209 https://forum.kremmania.hu/t/megbizhato-parfumwebaruhaz/170?page=4 https://forum.kremmania.hu/t/szavatossag-lejarati-ido-a-gyakorlatban/359?page=3 https://forum.kremmania.hu/t/teljesen-kezdonek-tanacs-kerestetik/1375?page=2	default	default	
287	<ul>	73.71777003484321	6.320557491289199	0.0	https://forum.kremmania.hu/t/2020-evben-vetted-es-kedvenc-is-lett-termekek/1324 https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=7 https://forum.kremmania.hu/t/elfogyott-minden-amit-az-utobbi-idoben-elhasznaltal-vagy-fogyoban-van/114?page=46 https://forum.kremmania.hu/t/ajanlast-kerek/562?page=83 https://forum.kremmania.hu/t/uj-termekek-varhato-kollekciok-kivansaglista-vagy-kihagyod/60?page=7	lista	default	
